"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","1","140","2203458752512","8855552","6037504","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.09375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2668","8",,"False","9/6/2024 10:52:12 AM",,"4956",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6037504","6037504","197104","197104","10309632","10309632","17375232","17375232","2203468099584","149876736","True","Normal","6037504","6037504","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458752512","140529664","False",,,,"8855552","8855552",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0937500","00:00:00.0625000","conhost","0","","True",,
"conhost","1","140","2203458793472","8925184","6041600","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6752","8",,"False","9/6/2024 10:52:12 AM",,"5404",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6041600","6041600","197104","197104","10354688","10354688","17420288","17420288","2203468120064","149897216","True","Normal","6041600","6041600","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458793472","140570624","False",,,,"8925184","8925184",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458772992","8949760","6045696","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.0625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6888","8",,"False","9/6/2024 10:52:12 AM",,"13172",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6045696","6045696","197104","197104","10338304","10338304","17448960","17448960","2203468099584","149876736","True","Normal","6045696","6045696","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458772992","140550144","False",,,,"8949760","8949760",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0468750","00:00:00.0625000","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458781184","8912896","6029312","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8552","8",,"False","9/6/2024 10:52:12 AM",,"14188",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6029312","6029312","197104","197104","10330112","10330112","17448960","17448960","2203468103680","149880832","True","Normal","6029312","6029312","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458781184","140558336","False",,,,"8912896","8912896",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0312500","00:00:00.0312500","00:00:00","conhost","0","","True",,
"conhost","1","119","2203422236672","6729728","5505024","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",,"Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","740","8",,"False","9/11/2024 8:08:41 AM",,"14264",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5505024","5505024","129592","129592","5623808","5623808","11292672","11292672","2203471790080","153567232","True","Normal","5505024","5505024","255","1",,"System.Diagnostics.ProcessThreadCollection","119","2203422236672","104013824","False",,,,"6729728","6729728",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458768896","8908800","5980160","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.0625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6544","8",,"False","9/6/2024 10:52:12 AM",,"15628",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","5980160","5980160","197104","197104","10268672","10268672","17395712","17395712","2203470213120","151990272","True","Normal","5980160","5980160","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458768896","140546048","False",,,,"8908800","8908800",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0625000","00:00:00","conhost","0","","True",,
"conhost","1","126","2203422232576","6701056","5525504","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (com.docker.backend)","Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5892","8",,"False","9/6/2024 9:05:50 AM",,"19324",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5525504","5525504","137656","137656","5607424","5607424","10928128","10928128","2203480211456","161988608","True","Normal","5525504","5525504","255","1",,"System.Diagnostics.ProcessThreadCollection","126","2203422232576","104009728","False",,,,"6701056","6701056",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0625000","00:00:00.0781250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","140","2203458781184","8896512","6012928","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.140625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3860","8",,"False","9/6/2024 10:52:12 AM",,"20900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","6012928","6012928","197104","197104","10313728","10313728","17424384","17424384","2203468103680","149880832","True","Normal","6012928","6012928","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458781184","140558336","False",,,,"8896512","8896512",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0468750","00:00:00.1406250","00:00:00.0937500","conhost","0","","True",,
"conhost","1","140","2203407343616","8343552","1368064","8640","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4",,"Microsoft Corporation","0","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7872","8",,"False","9/11/2024 8:08:17 AM",,"21604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8640","8640","1368064","1368064","107544","107544","1519616","1519616","9031680","9031680","2203412221952","93999104","True","Normal","1368064","1368064","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203407343616","89120768","False",,,,"8343552","8343552",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00","00:00:00","conhost","0","","True",,
"conhost","1","140","2203458777088","8962048","5898240","10464","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (wslhost)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8972","8",,"False","9/6/2024 10:52:12 AM",,"21856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","5898240","5898240","197104","197104","10194944","10194944","17457152","17457152","2203468111872","149889024","True","Normal","5898240","5898240","255","1",,"System.Diagnostics.ProcessThreadCollection","140","2203458777088","140554240","False",,,,"8962048","8962048",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0156250","00:00:00.0156250","conhost","0","","True",,
"conhost","1","118","2203422236672","6549504","5509120","7872","C:\WINDOWS\system32\conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4","System.Diagnostics.Process (TabNine)","Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6404","8",,"False","9/11/2024 10:14:40 AM",,"22656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7872","7872","5509120","5509120","128440","128440","5632000","5632000","11321344","11321344","2203470741504","152518656","True","Normal","5509120","5509120","255","1",,"System.Diagnostics.ProcessThreadCollection","118","2203422236672","104013824","False",,,,"6549504","6549504",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","conhost","0","","True",,
"conhost","1","113","2203420839936","6782976","1404928","9096","C:\WINDOWS\system32\conhost.exe","\\?\C:\WINDOWS\system32\conhost.exe --headless --width 90 --height 19 --signal 0x638 --server 0x634","System.Diagnostics.Process (Code)","Microsoft Corporation","1.09375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7100","8",,"False","9/11/2024 10:20:50 AM",,"25092",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9096","9096","1404928","1404928","137040","137040","1470464","1470464","7237632","7237632","2203422937088","104714240","True","Normal","1404928","1404928","255","1",,"System.Diagnostics.ProcessThreadCollection","113","2203420839936","102617088","False",,,,"6782976","6782976",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.5781250","00:00:01.0937500","00:00:00.5156250","conhost","0","","True",,
"csrss","0","793","2203418783744","5001216","2453504","28336",,,,,,,,,,"Process",,,"13",,,,,"844",".",,,,"28336","28336","2453504","2453504","266608","266608","2740224","2740224","6082560","6082560","2203421671424","103448576",,,"2453504","2453504",,"0",,"System.Diagnostics.ProcessThreadCollection","793","2203418783744","100560896","False",,,,"5001216","5001216",,,,,,"csrss","0","","True",,
"csrss","1","1071","2203469991936","7024640","3522560","40360",,,,,,,,,,"Process",,,"13",,,,,"940",".",,,,"40360","40360","3522560","3522560","377224","377224","6836224","6836224","20013056","20013056","2203490185216","171962368",,,"3522560","3522560",,"1",,"System.Diagnostics.ProcessThreadCollection","1071","2203469991936","151769088","False",,,,"7024640","7024640",,,,,,"csrss","0","","True",,
"ctfmon","1","631","2203527540736","31272960","13545472","21816",,,,,"245.578125",,,,,"Process",,,"13",,"False","8/22/2024 8:05:09 AM",,"10628",".",,,,"21816","21816","13545472","13545472","298824","298824","16633856","16633856","34562048","34562048","2203534905344","216682496",,,"13545472","13545472",,"1",,"System.Diagnostics.ProcessThreadCollection","631","2203527540736","209317888","False",,,,"31272960","31272960",,,"00:02:21.4531250","00:04:05.5781250","00:01:44.1250000","ctfmon","0","","True",,
"dasHost","0","505","2203432202240","17113088","7622656","21600",,,,,,,,,,"Process",,,"8",,,,,"4412",".",,,,"21600","21600","7622656","7622656","160736","160736","9064448","9064448","20733952","20733952","2203443736576","125513728",,,"7622656","7622656",,"0",,"System.Diagnostics.ProcessThreadCollection","505","2203432202240","113979392","False",,,,"17113088","17113088",,,,,,"dasHost","0","","True",,
"dasHost","0","95","2203374133248","4489216","901120","6248",,,,,,,,,,"Process",,,"8",,,,,"11080",".",,,,"6248","6248","901120","901120","40264","40264","1060864","1060864","5259264","5259264","2203377422336","59199488",,,"901120","901120",,"0",,"System.Diagnostics.ProcessThreadCollection","95","2203374133248","55910400","False",,,,"4489216","4489216",,,,,,"dasHost","0","","True",,
"dllhost","1","2548","2203588677632","16052224","9285632","25696","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}",,"Microsoft Corporation","6.359375","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8164","8",,"False","8/22/2024 8:04:59 AM",,"8500",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25696","25696","9285632","9285632","209056","209056","14077952","14077952","24641536","24641536","2203604385792","286162944","True","Normal","9285632","9285632","255","1",,"System.Diagnostics.ProcessThreadCollection","2548","2203588677632","270454784","False",,,,"16052224","16052224",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:02.2656250","00:00:06.3593750","00:00:04.0937500","dllhost","0","","True",,
"dllhost","1","196","2203495129088","8908800","2994176","18896","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{17696EAC-9568-4CF5-BB8C-82515AAD6C09}",,"Microsoft Corporation","0.046875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6796","8",,"False","9/6/2024 9:05:53 AM",,"8732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18896","18896","2994176","2994176","112728","112728","3379200","3379200","10186752","10186752","2203568898048","250675200","True","Normal","2994176","2994176","255","1",,"System.Diagnostics.ProcessThreadCollection","196","2203495129088","176906240","False",,,,"8908800","8908800",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0312500","00:00:00.0468750","00:00:00.0156250","dllhost","0","","True",,
"dllhost","1","126","2203405348864","6848512","1368064","8016","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{B21858C6-9711-4257-99C8-5C0084BEBCE1}",,"Microsoft Corporation","0.015625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7848","8",,"False","8/30/2024 1:58:36 PM",,"15576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1368064","1368064","102256","102256","1765376","1765376","7802880","7802880","2203412680704","94457856","True","Normal","1368064","1368064","255","1",,"System.Diagnostics.ProcessThreadCollection","126","2203405348864","87126016","False",,,,"6848512","6848512",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0156250","00:00:00.0156250","00:00:00","dllhost","0","","True",,
"dllhost","1","165","2203410235392","8044544","2605056","17040","C:\WINDOWS\system32\DllHost.exe","C:\WINDOWS\system32\DllHost.exe /Processid:{DFB65C4C-B34F-435D-AFE9-A86218684AA8}",,"Microsoft Corporation","0.15625","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","COM Surrogate","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8708","8",,"False","9/6/2024 9:05:52 AM",,"16164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","17040","17040","2605056","2605056","111192","111192","3198976","3198976","9920512","9920512","2203416526848","98304000","True","Normal","2605056","2605056","255","1",,"System.Diagnostics.ProcessThreadCollection","165","2203410235392","92012544","False",,,,"8044544","8044544",,"System.Diagnostics.ProcessModule (DllHost.exe)","00:00:00.0937500","00:00:00.1562500","00:00:00.0625000","dllhost","0","","True",,
"docker","1","124","5073928192","23605248","27426816","11592","C:\Program Files\Docker\Docker\resources\bin\docker.exe","docker.exe serve --address npipe:////./pipe/dockerCliApi","System.Diagnostics.Process (com.docker.backend)",,"2.9375",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7200","8",,"False","9/6/2024 9:05:51 AM",,"22664",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11592","11592","27426816","27426816","160984","160984","29270016","29270016","27668480","27668480","5078126592","783159296","False","Normal","27426816","27426816","255","1",,"System.Diagnostics.ProcessThreadCollection","124","5073928192","778960896","False",,,,"23605248","23605248",,"System.Diagnostics.ProcessModule (docker.exe)","00:00:01.0156250","00:00:02.9375000","00:00:01.9218750","docker","0","","True",,
"Docker Desktop","1","185","2238025043968","172003328","11702272","12688","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\cdsl\AppData\Roaming\Docker Desktop"" /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\cdsl\AppData\Local\Docker\log\host\electron-crash-reports ""--annotation=_productName=Docker Desktop"" --annotation=_version=4.22.1 --annotation=plat=Win64 --annotation=prod=Electron --annotation=ver=23.3.4 --initial-client-data=0x7cc,0x854,0x518,0x7d8,0x85c,0x7ff63efc4798,0x7ff63efc47a8,0x7ff63efc47b8","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","0.0625","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4916","8",,"False","9/6/2024 9:05:55 AM",,"15248",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12688","12688","11702272","11702272","528048","528048","11796480","11796480","175710208","175710208","2238050017280","372056064","True","Normal","11702272","11702272","255","1",,"System.Diagnostics.ProcessThreadCollection","185","2238025043968","347082752","False",,,,"172003328","172003328",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00.0156250","00:00:00.0625000","00:00:00.0468750","Docker Desktop","0","","True",,
"Docker Desktop","1","277","2238057459712","173592576","15192064","15728","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Docker Desktop"" --standard-schemes --secure-schemes --bypasscsp-schemes --cors-schemes --fetch-schemes=docker-hub,docker-extensions-be --service-worker-schemes --streaming-schemes --mojo-platform-channel-handle=2140 --field-trial-handle=1876,i,15043843424062577791,10632804661115773481,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","0.484375","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","8080","8",,"False","9/6/2024 9:05:55 AM",,"19400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15728","15728","15192064","15192064","542592","542592","24576000","24576000","177868800","177868800","2238231523328","553562112","True","Normal","15192064","15192064","255","1",,"System.Diagnostics.ProcessThreadCollection","277","2238057459712","379498496","False",,,,"173592576","173592576",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00.0937500","00:00:00.4843750","00:00:00.3906250","Docker Desktop","0","","True",,
"Docker Desktop","1","913","2238557089792","194641920","103374848","25264","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --type=gpu-process --user-data-dir=""C:\Users\cdsl\AppData\Roaming\Docker Desktop"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1848 --field-trial-handle=1876,i,15043843424062577791,10632804661115773481,131072 --disable-features=SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Docker Desktop)","Docker Inc.","3.375","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7780","10",,"False","9/6/2024 9:05:55 AM",,"20856",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25264","25264","103374848","103374848","1008712","1008712","216420352","216420352","241803264","241803264","2238690463744","1012502528","True","AboveNormal","103374848","103374848","255","1",,"System.Diagnostics.ProcessThreadCollection","913","2238557089792","879128576","False",,,,"194641920","194641920",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:00.4843750","00:00:03.3750000","00:00:02.8906250","Docker Desktop","0","","True",,
"Docker Desktop","1","746","5194588160","68419584","78950400","53376","C:\Program Files\Docker\Docker\Docker Desktop.exe","""C:\Program Files\Docker\Docker\Docker Desktop.exe"" ",,"Docker Inc.","23.953125","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6620","8",,"False","9/6/2024 9:05:50 AM",,"22116",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53376","53376","78950400","78950400","734224","734224","79204352","79204352","94363648","94363648","5266427904","971460608","True","Normal","78950400","78950400","255","1",,"System.Diagnostics.ProcessThreadCollection","746","5194588160","899620864","False",,,,"68419584","68419584",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:10.1250000","00:00:23.9531250","00:00:13.8281250","Docker Desktop","0","","True",,
"Docker Desktop","1","842","3408169181184","200605696","90374144","35072","C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe","""C:\Program Files\Docker\Docker\frontend\Docker Desktop.exe"" --name=dashboard","System.Diagnostics.Process (com.docker.backend)","Docker Inc.","15.921875","4.22.1.118664","4.22.1.118664","Docker Desktop","Docker Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6716","8",,"False","9/6/2024 9:05:53 AM",,"24012",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","35072","35072","90374144","90374144","784544","784544","91467776","91467776","222842880","222842880","3410638790656","434757632","True","Normal","90374144","90374144","255","1",,"System.Diagnostics.ProcessThreadCollection","842","3408169181184","-2034851840","False",,,,"200605696","200605696",,"System.Diagnostics.ProcessModule (Docker Desktop.exe)","00:00:09.0937500","00:00:15.9218750","00:00:06.8281250","Docker Desktop","0","","True",,
"dptf_helper","1","108","2203424014336","5926912","1712128","8832","C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\dptf_helper.exe","""C:\WINDOWS\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\dptf_helper.exe""",,"Intel Corporation","231.203125","8.7.10802.26924","8.7.10802.26924","Intel(R) Dynamic Tuning Utility Application","Intel(R) Dynamic Tuning Utility Application","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7684","8",,"False","8/22/2024 8:04:58 AM",,"1840",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","1712128","1712128","128760","128760","2433024","2433024","6955008","6955008","2203430674432","112451584","True","Normal","1712128","1712128","255","1",,"System.Diagnostics.ProcessThreadCollection","108","2203424014336","105791488","False",,,,"5926912","5926912",,"System.Diagnostics.ProcessModule (dptf_helper.exe)","00:03:40.1562500","00:03:51.2031250","00:00:11.0468750","dptf_helper","0","","True",,
"dwm","1","3174","2204253388800","150962176","262397952","88160",,,,,,,,,,"Process",,,"13",,,,,"2508",".",,,,"88160","88160","262397952","262397952","1435416","1435416","353017856","353017856","277450752","277450752","2204280893440","962670592",,,"262397952","262397952",,"1",,"System.Diagnostics.ProcessThreadCollection","3174","2204253388800","935165952","False",,,,"150962176","150962176",,,,,,"dwm","0","","True",,
"esif_uf","0","147","2203398316032","7938048","1978368","8760",,,,,,,,,,"Process",,,"13",,,,,"4276",".",,,,"8760","8760","1978368","1978368","81624","81624","2154496","2154496","8630272","8630272","2203412586496","94363648",,,"1978368","1978368",,"0",,"System.Diagnostics.ProcessThreadCollection","147","2203398316032","80093184","False",,,,"7938048","7938048",,,,,,"esif_uf","0","","True",,
"explorer","1","3746","2204592869376","215371776","268382208","123888","C:\WINDOWS\Explorer.EXE","C:\WINDOWS\Explorer.EXE",,"Microsoft Corporation","17.5625","10.0.22621.3235 (WinBuild.160101.0800)","10.0.22621.3235","Windows Explorer","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5872","8",,"False","9/11/2024 9:55:03 AM",,"6716",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","123888","123888","268382208","268382208","2869688","2869688","296992768","296992768","313274368","313274368","2207494299648","-118890496","True","Normal","268382208","268382208","255","1",,"System.Diagnostics.ProcessThreadCollection","3746","2204592869376","1274646528","False",,,,"215371776","215371776",,"System.Diagnostics.ProcessModule (Explorer.EXE)","00:00:08","00:00:17.5625000","00:00:09.5625000","explorer","5833740","","True",,
"fontdrvhost","1","42","2203501559808","6893568","4046848","9512",,,,,,,,,,"Process",,,"8",,,,,"1212",".",,,,"9512","9512","4046848","4046848","250088","250088","4124672","4124672","9486336","9486336","2203503656960","185434112",,,"4046848","4046848",,"1",,"System.Diagnostics.ProcessThreadCollection","42","2203501559808","183336960","False",,,,"6893568","6893568",,,,,,"fontdrvhost","0","","True",,
"fontdrvhost","0","42","2203393449984","3403776","1675264","7336",,,,,,,,,,"Process",,,"8",,,,,"1216",".",,,,"7336","7336","1675264","1675264","45080","45080","1748992","1748992","3981312","3981312","2203396055040","77832192",,,"1675264","1675264",,"0",,"System.Diagnostics.ProcessThreadCollection","42","2203393449984","75227136","False",,,,"3403776","3403776",,,,,,"fontdrvhost","0","","True",,
"GameBar","1","798","2203854209024","57122816","41275392","39624","C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBar.exe","""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.124.5142.0_x64__8wekyb3d8bbwe\GameBar.exe"" -ServerName:App.AppXbdkk0yrkwpcgeaem8zk81k8py1eaahny.mca",,"Microsoft Corporation","0.59375","7.124.05142.0","7.124.05142.0","Game Bar","Game Bar","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4236","8",,"False","9/6/2024 7:46:15 AM",,"20164",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","39624","39624","41275392","41275392","766200","766200","60887040","60887040","101527552","101527552","2203870412800","552189952","True","Normal","41275392","41275392","255","1",,"System.Diagnostics.ProcessThreadCollection","798","2203854209024","535986176","False",,,,"57122816","57122816",,"System.Diagnostics.ProcessModule (GameBar.exe)","00:00:00.1250000","00:00:00.5937500","00:00:00.4687500","GameBar","0","","True",,
